Index,File,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
22,2.02-native-son.txt,1.13E-05,0.0125597397,1.90E-05,2.82E-04,1.01E-05,0.009072170096,2.10E-05,3.99E-06,4.23E-05,2.30E-05,0.08149004762,9.23E-06,7.44E-06,2.04E-05,0.08523694664,1.46E-05,2.25E-05,1.73E-05,2.30E-05,0.0499946422,6.45E-06,0.1224110439,4.39E-06,4.92E-06,1.40E-05,4.88E-05,1.93E-05,9.35E-06,2.27E-05,8.52E-04,0.02052918624,3.99E-05,0.001944889422,2.37E-05,2.12E-06,0.1385473166,1.17E-05,1.38E-05,1.12E-05,0.3342535337,6.16E-06,0.003113610166,0.08561307156,7.23E-06,1.76E-05,1.72E-05,1.32E-05,0.01537502145,0.0381846682,2.10E-06
23,2.03-native-son.txt,4.12E-04,0.2285424745,2.76E-05,1.29E-05,1.47E-05,0.006050182654,0.01666420982,5.79E-06,6.15E-05,3.34E-05,0.06926948889,1.34E-05,1.08E-05,2.96E-05,0.1412472403,2.12E-05,3.27E-05,2.52E-05,8.25E-04,0.01955653855,9.36E-06,0.1374272286,6.37E-06,7.15E-06,0.005960896583,8.63E-04,2.80E-05,1.36E-05,4.29E-04,4.90E-05,1.19E-04,5.80E-05,0.004409450101,3.44E-05,3.08E-06,0.1149273225,1.69E-05,2.00E-05,1.63E-05,0.04318460294,8.96E-06,0.008087420368,0.1045658618,1.05E-05,2.56E-05,2.50E-05,1.92E-05,0.02510717099,0.07170750876,3.05E-06
24,2.04-native-son.txt,9.42E-06,0.2047831281,1.58E-05,7.40E-06,0.001824536045,6.28E-05,1.75E-05,3.32E-06,0.001397318567,0.002062287738,0.1479922103,7.69E-06,6.20E-06,1.70E-05,0.140896545,1.22E-05,2.46E-04,1.44E-05,1.92E-05,0.01643138498,5.37E-06,0.1768453725,3.65E-06,4.10E-06,0.002281782807,0.003672880106,1.61E-05,7.79E-06,1.89E-05,2.81E-05,0.002565494513,3.32E-05,3.04E-05,1.97E-05,1.77E-06,0.2052648694,0.001144777303,1.15E-05,9.34E-06,0.005684679749,5.13E-06,0.004408791333,0.05903034502,6.02E-06,1.47E-05,1.43E-05,9.19E-04,0.0105324778,0.01159166544,1.75E-06
25,2.05-native-son.txt,2.41E-05,0.08134107059,4.04E-05,1.89E-05,2.15E-05,1.61E-04,0.09412157558,8.49E-06,0.02041535605,0.001791159526,0.07834232614,1.97E-05,1.58E-05,4.34E-05,0.1531064553,3.11E-05,4.80E-05,3.69E-05,4.90E-05,0.01009305026,1.37E-05,0.1730568264,9.34E-06,1.05E-05,2.98E-05,1.04E-04,6.22E-04,1.99E-05,4.83E-05,7.18E-05,0.001916957875,8.51E-05,7.77E-05,5.04E-05,4.52E-06,0.2318187145,2.48E-05,2.94E-05,2.39E-05,0.01976832457,5.94E-04,0.01011657508,0.04473207235,1.54E-05,3.76E-05,3.66E-05,2.81E-05,0.001971858322,0.07494858824,4.48E-06
26,2.06-native-son.txt,1.99E-05,0.3020469607,0.001950931042,1.56E-05,1.78E-05,0.004926513883,3.70E-05,7.01E-06,7.44E-05,4.04E-05,0.09727015349,1.62E-05,1.31E-05,3.59E-05,0.1570706268,2.57E-05,3.96E-05,3.05E-05,4.04E-05,6.62E-04,1.13E-05,0.2099731359,7.71E-06,8.65E-06,0.002421502238,8.58E-05,3.39E-05,1.64E-05,3.98E-05,5.93E-05,1.44E-04,5.50E-04,6.42E-05,0.001959166138,3.73E-06,0.09165456484,2.05E-05,2.42E-05,1.97E-05,0.01919513579,1.08E-05,2.02E-04,0.04507604486,1.27E-05,5.10E-04,3.02E-05,2.32E-05,0.003065936331,0.06043213188,3.70E-06
27,2.07-native-son.txt,2.09E-05,0.01818001081,3.51E-05,1.64E-05,1.87E-05,0.01778061745,0.003063049692,7.37E-06,0.006126613874,4.25E-05,0.09017415309,5.21E-04,1.38E-05,3.77E-05,0.118270774,5.31E-04,4.16E-05,3.21E-05,0.003570750064,0.01380052583,1.19E-05,0.1577640176,8.11E-06,9.10E-06,2.58E-05,9.02E-05,3.57E-05,1.73E-05,4.19E-05,6.24E-05,0.001159777862,7.38E-05,0.001075530187,4.38E-05,3.92E-06,0.4002985444,2.15E-05,2.55E-05,2.07E-05,2.07E-05,1.14E-05,0.006764482165,0.09124433604,1.34E-05,0.001040658281,3.18E-05,2.44E-05,0.002719527312,0.06505112924,3.89E-06
28,2.08-native-son.txt,2.29E-05,0.359154765,3.85E-05,1.80E-05,2.05E-05,7.05E-04,4.26E-05,8.08E-06,8.57E-05,4.66E-05,0.07840082087,1.87E-05,1.51E-05,4.13E-05,0.1031210894,2.96E-05,4.56E-05,3.52E-05,4.66E-05,0.01236477298,1.31E-05,0.1801126383,8.89E-06,9.97E-06,2.83E-05,0.002308857975,5.92E-04,1.90E-05,4.59E-05,6.84E-05,0.00845360238,0.001185889193,7.39E-05,4.80E-05,4.30E-06,0.1133654612,0.001681074898,2.79E-05,2.27E-05,2.27E-05,1.25E-05,0.001889899757,0.08730870241,1.47E-05,3.57E-05,3.49E-05,2.67E-05,0.006295885359,0.04202285857,4.26E-06
29,2.09-native-son.txt,2.80E-05,0.3216689301,4.71E-05,2.20E-05,0.001376405397,1.87E-04,0.01491697619,9.88E-06,1.05E-04,5.70E-05,0.06750368538,2.29E-05,1.84E-05,7.26E-04,0.1112494563,3.62E-05,5.58E-05,4.30E-05,5.70E-05,0.05566240807,1.60E-05,0.1655431307,1.09E-05,1.22E-05,3.46E-05,1.21E-04,4.78E-05,2.32E-05,5.61E-05,8.36E-05,0.001554730011,9.90E-05,0.01900939433,5.87E-05,5.26E-06,0.1068861258,2.89E-05,3.42E-05,2.78E-05,2.77E-05,1.53E-05,9.60E-04,0.07637075663,1.79E-05,4.37E-05,4.26E-05,3.27E-05,0.004321315409,0.05071716154,5.21E-06
30,2.10-native-son.txt,3.35E-05,0.02830441536,5.62E-05,2.63E-05,8.37E-04,0.02766486967,0.01216877873,1.18E-05,1.25E-04,6.81E-05,0.07498424207,2.73E-05,2.20E-05,6.04E-05,0.1280462015,4.33E-05,6.66E-05,5.14E-05,6.81E-05,0.05841837925,1.91E-05,0.1436672884,1.30E-05,1.46E-05,4.14E-05,1.44E-04,5.71E-05,2.77E-05,6.71E-05,9.07E-04,2.43E-04,1.18E-04,1.08E-04,7.01E-05,6.28E-06,0.3932141176,3.45E-05,4.08E-05,3.32E-05,3.31E-05,1.83E-05,0.003567976916,0.08719027523,2.14E-05,5.22E-05,5.09E-05,3.91E-05,0.001126341883,0.03798334332,6.22E-06
31,2.11-native-son.txt,8.69E-06,0.2745490439,1.46E-05,6.82E-06,7.76E-06,4.76E-04,0.009432330813,3.06E-06,0.00484519737,1.77E-05,0.1096266114,7.09E-06,5.71E-06,1.56E-05,0.1279868683,1.12E-05,1.73E-05,1.33E-05,1.77E-05,0.008658763008,4.95E-06,0.1485674376,3.37E-06,3.78E-06,1.07E-05,3.75E-05,1.48E-05,7.18E-06,1.74E-05,2.59E-05,0.07602034215,3.06E-05,0.008607213561,8.55E-04,1.63E-06,0.1197303836,8.94E-06,1.06E-05,0.002101096184,8.58E-06,4.73E-06,7.16E-04,0.07596332259,5.55E-06,1.35E-05,0.001059445956,1.01E-05,8.28E-05,0.03035391094,1.61E-06
32,2.12-native-son.txt,1.47E-05,0.03362900106,2.46E-05,1.15E-05,0.002135508375,4.52E-04,0.02620345147,5.17E-06,5.49E-05,2.98E-05,0.1927505538,1.20E-05,9.65E-06,2.65E-05,0.1477358686,1.90E-05,2.92E-05,2.25E-05,0.005335823564,0.03656891011,8.36E-06,0.2263898156,5.69E-06,6.38E-06,0.01345995242,7.71E-04,2.50E-05,1.21E-05,2.94E-05,4.38E-05,0.00293632982,5.18E-05,0.02021008386,3.07E-05,2.75E-06,0.2384831431,1.51E-05,3.72E-04,1.45E-05,1.45E-05,8.00E-06,0.01040705452,0.009560851497,9.38E-06,2.29E-05,2.23E-05,1.71E-05,0.003677235567,0.02832024567,2.73E-06
33,2.13-native-son.txt,9.07E-06,0.01224484043,1.52E-05,7.12E-06,0.02381243605,6.04E-05,0.2363131171,3.19E-06,3.39E-05,1.84E-05,0.1707590636,7.40E-06,5.96E-06,4.53E-04,0.1329218733,1.17E-05,1.80E-05,1.39E-05,0.001110364934,0.06385245415,5.16E-06,0.144137098,3.51E-06,3.94E-06,0.01224094387,3.91E-05,1.55E-05,7.49E-06,1.81E-05,2.70E-05,0.05793866848,6.87E-04,0.0100750989,1.90E-05,1.70E-06,0.07189154079,9.33E-06,1.10E-05,8.98E-06,8.95E-06,4.94E-06,0.003149316923,0.007649819103,5.79E-06,1.41E-05,1.38E-05,1.06E-05,0.003362206604,0.04696688977,1.68E-06
34,2.14-native-son.txt,7.71E-06,0.02507782424,1.29E-05,6.05E-06,0.2369175193,5.14E-05,0.01542464282,2.72E-06,0.01599614378,1.57E-05,0.09225873111,1.92E-04,5.07E-06,1.39E-05,0.06974546521,9.96E-06,1.53E-05,1.18E-05,1.57E-05,7.06E-05,4.39E-06,0.1294102728,2.99E-06,3.35E-06,0.074647505,0.002818238842,1.31E-05,6.37E-06,1.54E-05,2.30E-05,0.01268121658,0.00188385842,0.008379850158,1.61E-05,1.45E-06,0.1090218107,7.94E-06,9.39E-06,7.64E-06,0.01523227661,1.90E-04,0.006576444871,0.09228161264,4.92E-06,1.20E-05,0.001125713408,8.98E-06,0.001744437314,0.08801736105,1.43E-06
35,2.15-native-son.txt,5.52E-04,0.09677550488,1.88E-05,8.81E-06,0.04163167461,3.45E-04,2.08E-05,3.95E-06,0.003555457976,2.28E-05,0.1007852839,9.15E-06,7.38E-06,2.02E-05,0.07531056531,1.45E-05,2.23E-05,1.72E-05,2.28E-05,0.010913577,6.39E-06,0.1262172216,4.35E-06,4.88E-06,0.0462301027,4.84E-05,1.91E-05,0.00109035221,2.25E-05,3.34E-05,0.03575705379,3.96E-05,0.2378741986,2.35E-05,2.10E-06,0.08032199718,1.16E-05,1.37E-05,1.11E-05,0.004065137736,0.004870979995,0.0133569599,0.0467644958,7.17E-06,1.75E-05,1.71E-05,1.31E-05,0.001728524143,0.07136796179,2.08E-06
36,2.16-native-son.txt,1.41E-05,2.34E-05,2.36E-05,1.10E-05,0.02844859785,0.01668136149,0.00104166715,4.95E-06,3.91E-04,2.86E-05,0.05040805859,1.15E-05,9.24E-06,2.53E-05,0.07063272789,1.82E-05,2.80E-05,2.15E-05,2.86E-05,8.06E-04,8.00E-06,0.1178076154,5.44E-06,6.11E-06,0.2231049052,6.06E-05,2.40E-05,1.16E-05,2.81E-05,4.19E-05,0.03767809904,0.00478892005,0.001399408539,2.94E-05,2.64E-06,0.1683113214,1.45E-05,1.71E-05,1.39E-05,1.39E-05,7.65E-06,1.42E-04,0.1564079047,8.98E-06,2.19E-05,2.14E-05,1.64E-05,0.004196190401,0.1171501661,2.61E-06
